Status,Side,Time,Local,Dirty Price,Yield,Quantity,MinInc,SetDt,EBND Seller Broker Code,EBND Buyer Broker Code,Price,Bid Type,UserName,Account,Seq#,Brkr,System #,Net,Security (ASX),Security,ISIN
Open,B,10:55:37,BSRD2023,,3.7963,10000000,,05/10/2021,BRSV,,106.7,,BRANDY LAUREANO,,12,BRSV,,10793611.11,DOMREP 8.90 02/15/23,DOMREP 8.90 02/15/23,USP3579EBZ99
Open,B,10:54:37,MH12027,,4.625,10000000,,06/10/2021,BRSV,,131,,BRANDY LAUREANO,,11,BRSV,,13291095.89,DRGB 11 1/4 02/05/27,DRGB 11 1/4 02/05/27,DO1005205617
Open,B,10:52:10,BSDR2026,,4.7825,10000000,,30/09/2021,TIVA,,120.6,,FRANCISCO DOMINGUEZ,,6,TIVA,,12371458.33,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,S,10:52:09,BSDR2026,,4.95,10000000,,30/09/2021,,TIVA,119.8229,,RAFAEL PENA,,5,TIVA,,12293748.33,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,S,10:51:49,BSDR2026,,5,10000000,,30/09/2021,,TIVA,119.5922,,RAFAEL PENA,,4,TIVA,,12270678.33,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,B,10:25:51,BSDR2026,,4.6017,10000000,,04/10/2021,TIVA,,121.4,,FRANCISCO DOMINGUEZ,,3,TIVA,,12462291.67,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,S,10:23:11,MH12035,,5.863,10000000,,01/10/2021,,BRSV,145.75,,BRANDY LAUREANO,,10,BRSV,,14837191.78,DRGB 10 7/8 01/05/35,DRGB 10 7/8 01/05/35,DO1005207316
Open,S,10:22:57,MH12034,,5.8502,10000000,,01/10/2021,,BRSV,148.99,,BRANDY LAUREANO,,9,BRSV,,15157356.16,DRGB 11 1/2 01/11/34,DRGB 11 1/2 01/11/34,DO1005206722
Open,S,10:22:32,MH12034,,6.1134,10000000,,06/10/2021,,BRSV,146,,BRANDY LAUREANO,,8,BRSV,,14874109.59,DRGB 11 1/2 01/11/34,DRGB 11 1/2 01/11/34,DO1005206722
Open,S,10:22:21,MH12032,,5.8476,10000000,,01/10/2021,,BRSV,147.5,,BRANDY LAUREANO,,7,BRSV,,14835479.45,DRGB 12 03/05/32,DRGB 12 03/05/32,DO1005206011
Open,S,10:21:34,COV2030,,5.6773,10000000,,01/10/2021,,BRSV,128.6,,BRANDY LAUREANO,,6,BRSV,,12953150.68,DRGB 10 02/28/30,DRGB 10 02/28/30,DO1005207829
Open,S,10:21:23,COV2030,,5.8068,10000000,,01/10/2021,,BRSV,127.6,,BRANDY LAUREANO,,5,BRSV,,12853150.68,DRGB 10 02/28/30,DRGB 10 02/28/30,DO1005207829
Open,S,10:21:09,MH12031,,5.7284,10000000,,01/10/2021,,BRSV,121.3,,BRANDY LAUREANO,,4,BRSV,,12394657.53,DRGB 8 5/8 06/11/31,DRGB 8 5/8 06/11/31,DO1005208629
Open,S,10:20:31,BSDR2026,,4.8147,10000000,,30/09/2021,,BRSV,120.45,,BRANDY LAUREANO,,3,BRSV,,12356458.33,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,B,09:56:49,BSDR2026,,4.642,10000000,,05/10/2021,BRSV,,121.2,,BRANDY LAUREANO,,2,BRSV,,12445000,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,S,09:49:03,BSDR2026,,4.701,10000000,,30/09/2021,,TIVA,120.98,,FRANCISCO DOMINGUEZ,,2,TIVA,,12409458.33,DOMREP 9 3/4 06/05/26,DOMREP 9 3/4 06/05/26,USP3579ECD78
Open,B,09:19:34,MH12030,,5.4445,10000000,,06/10/2021,BHDV,,132.4608,,SIMON ANGULO,,4,BHVD,,13493374.52,DRGB 10 3/8 01/11/30,DRGB 10 3/8 01/11/30,DO1005207217
Open,B,09:16:44,MH12031,,5.1467,10000000,,06/10/2021,ALPH,,126.2415,,ALEJANDRA BONNELLY BADIA,,10,FNSE,,12900622.6,DRGB 8 5/8 06/11/31,DRGB 8 5/8 06/11/31,DO1005208629
Open,B,09:16:23,MH12031,,4.4616,10000000,,01/10/2021,BHDV,,132.4608,,SIMON ANGULO,,3,BHVD,,13510737.53,DRGB 8 5/8 06/11/31,DRGB 8 5/8 06/11/31,DO1005208629
Open,B,09:15:00,MH42028,,5.18,10000000,,01/10/2021,BHDV,,115.7724,,SIMON ANGULO,,2,BHVD,,11822719.45,DRGB 8 06/11/28,DRGB 8 06/11/28,DO1005208728
Open,B,09:12:53,MHUS2040,,3.7,200000,,01/10/2021,ALPH,,141.0689,,ALEJANDRA BONNELLY BADIA,,9,FNSE,,284650.3,DRGB 6 3/4 07/24/40,DRGB 6 3/4 07/24/40,DO1005208322
Open,S,09:12:23,MHUS2040,,4.3,200000,,01/10/2021,,ALPH,131.3778,,ALEJANDRA BONNELLY BADIA,,8,FNSE,,265268.1,DRGB 6 3/4 07/24/40,DRGB 6 3/4 07/24/40,DO1005208322
Open,B,09:11:51,MHUS2029,,2.3,200000,,01/10/2021,ALPH,,132.7774,,ALEJANDRA BONNELLY BADIA,,7,FNSE,,269222.86,DRGB 6.95 06/26/29,DRGB 6.95 06/26/29,DO1005208215
Open,S,09:11:11,MHUS2029,,2.8,200000,,01/10/2021,,ALPH,128.6803,,ALEJANDRA BONNELLY BADIA,,6,FNSE,,261028.66,DRGB 6.95 06/26/29,DRGB 6.95 06/26/29,DO1005208215
Open,B,09:10:17,MHUS2027,,2.1,100000,,01/10/2021,ALPH,,119.8879,,ALEJANDRA BONNELLY BADIA,,5,FNSE,,120315.3,DRGB 6 03/05/27,DRGB 6 03/05/27,DO1005205716
Open,S,09:09:38,MHUS2027,,2.75,200000,,01/10/2021,,ALPH,116.2627,,ALEJANDRA BONNELLY BADIA,,4,FNSE,,233380.19,DRGB 6 03/05/27,DRGB 6 03/05/27,DO1005205716
Open,B,09:03:21,MHUS2026,,2,200000,,01/10/2021,ALPH,,123.0139,,ALEJANDRA BONNELLY BADIA,,3,FNSE,,249525.88,DRGB 6.65 12/27/26,DRGB 6.65 12/27/26,DO1005207118
Open,B,09:02:58,MH42028,,4.6565,10000000,,06/10/2021,BSC,,119,,PRISCILA PLATA,,2,SACR,,12156438.36,DRGB 8 06/11/28,DRGB 8 06/11/28,DO1005208728
